par_id,community,text,label
3396,in-need,belief shared sense social justice  desire help need,1
6337,refugee,Speaking third verb Promoting  Holy Father notes  many migrants refugees abilities  ability work  He goes encourage determined effort promote social professional inclusion migrants refugees  guaranteeing possibility employment  language instruction active citizenship ,1
8795,in-need,In country people disabilities receive little help either community government therefore unemployed live options luxury assess path found survive often begging I never really hungry needy very careful about,1
2444,vulnerable,In photo  unidentified man seen lying floor  apparently dozing  wearing full police uniform  stateissued pistol vulnerable anyone grab ,0
1192,hopeless,I think also get chance see success When see street person succeed locked hopeless category vision changes,1
4113,in-need,it s upsetting see strictly showing government something  opposed s right helping need  We history US turning Jews coming Europe  I ca nt help draw parallels  ,1
5032,immigrant,In Wednesday s Dutch elections pollsters proved wrong yet Brexit Donald Trump s flabbergasting triumph  However  time around faltered overestimating Wilder s grandiloquence  His PVV far second 131 percent vote  Although  scare  alleged neofascist threat time averted  third term continuance Rutte s government impose even harsher austerity workers ordinary Dutch  Euroskepticism xenophobia far gone  Rutte used Wilder s rhetoric  calculatedly warned immigrants  saying   If nt like  leave  ,0
77,homeless,In September Major Notre set foot Melbourne Canberra advocate national solution homeless problem,1
6179,disabled,He could also interpreted condition meaning must disabled order live others He could spiraled selfpity many do muddy fields selfobsession low selfesteem Yusuf not everything immediate interests social impact even touched lives strangers knew nothing would never even know,1
8286,hopeless,The New Nation Coalition  NNC  said yesterday  commiserating majority Jamaicans depressed  broke  confused engulfed feelings hopelessness described worst Christmas many years  ,1
6707,homeless,I grateful Mayor Nutter giving opportunity lead work Department Health Opportunities said Kretzge provided life away,1
7068,poor-families,Under pretext getting know end world lives initially shared accommodation poor families free   Western countries  make philanthropic approaches finally export small children foreign countries  In many cases children forcibly turned sex slaves pornographic movie actors ,1
3767,poor-families,During exchange members various selfhelp groups shared experiences positive change livelihoods selfconfidence gains participating UMEEDs SHG The minister thanked women changed fortunes hoped ensure blocs would placed program quickly making big difference lives impoverished families blocs,1
508,in-need,The United States respects admires countrys compassionate response need,1
8002,vulnerable,After sincere efforts made worthy rulers  positive progress clued anywhereProgress stalled due institutional failure part government policies practices  In addition policy ineffectiveness corruption  Pakistan funded environmental protection efforts adequately  Consequently  today majority population access potable water due industrial waste agricultural runoff contaminates drinking water suppliesand vulnerable horrendous waterborne diseases cholera  diarrhea  typhoid  bacterial infections  hepatitis  paratyphoid fever  bacillary dysentery  EColi infections  Salmonellosis etcIt estimated 230000 children die year waterborne diseases  The standard household water USA quite good packed treated water Nestle Aquafina etc ,0
4735,disabled,Both presiding launch Sh20 million mobility carts devices disabled  project supported Partners Care conjunction county government ,0
1835,in-need,On The Red Dot show producer Serene Chen said heartened kindness shown members public Ms Chen said It speaks volumes society apathetic towards need even pursue success ,1
10467,in-need,She huge platform information go places really need know whats going hometown Shes always used platform voice also resources  tangible resources  help need around Houston,1
2051,homeless,WESTERN Australia s notorious sex offender may spend rest life behind bars repeatedly raping homeless man ,0
4099,disabled,Only disabled elderly given seats  Yet procedure  crowd size  remarkably orderly businesslike without heckling  applause  catcalls ,0
1637,poor-families,Aruna Gopinath AG Members groups generally vulnerable gullible Most come troubled backgrounds poor families received adequate education Recruiters target people promise better life either life hereafter,1
2767,disabled,Christian missionaries care needy Jain sects serve feed disabled Islamic traditions require setting aside regular fraction earnings feed hungry destitute Delhis Muslim ghettos like Nizamuddin Jama Masjid even today find several roadside eateries offering plastic tickets sale These bought people eat restaurants distribute people need Each ticket redeemed meal need food period one month,1
4251,vulnerable,While Femi chasing wooing  overstretch luck masculine prowess win primed already vulnerable heart Amarachi  Femi nt look talk part  also  acted  part  sent gifts  took beautiful exotic places  lifestyle seemed perfect anytime went  ladies around would go green envy  wishing Amarachi s shoes  As saying goes   wearer shoe knows pinches   looks deceptive ,0
3801,homeless,She told Bay Plenty Times programme provided different approach operating homelessness sector Tauranga ,0
2532,homeless,Renowned chef feeds extra Olympic food Rios homeless,1
3904,refugee,As seen attacks Paris  threat refugees fleeing war zone  citizens returning battlefield radicalized prepared wage war homeland  With hundreds Chinese citizens fighting alongside Daesh  border security considered extremely important Hong Kong Chinese authorities identify anyone could considered threat ,0
3312,immigrant,I think living wage help spread spoils globalization little evenly Curbing flow immigrants solve problem with effective full employment need them paying poorlowskilled decent wage help reduce resentment feel many things elites government EU foreigners  Immigrant  ,1
966,homeless,So concerned group homeless man whose plight brought national attention local news station Tropical Storm Nicole hit island September 2010 arranged St Golden Age Home homeless person admitted resident It episode gave impetus make St Joseph Golden Age Home Christmas Treat annual charity event social comment group calendar,1
5092,in-need,Because democracies inclusive able welcome people refugees need country nowhere seen compassion evident Greece said visiting Acropolis hill Athens,1
1303,women,In addition   ICT  infrastructure  would beneficial women  allows work home   said Betti Alisjahbana  founder ICT services leadership development company QB International ,0
7260,poor-families, The trends reflect impact food marketing policies across globe  healthy nutritious foods expensive poor families communities   statement quoted saying ,0
4720,refugee,Our hearts go hundreds thousands refugees found Tanzania parts Africa elsewhere feel compelled salute Japanese government people gesture goodwill love certainly make big difference lives beneficiaries assistance,1
2804,women,There s reason think good things store  We caught NPR s Ann Powers  longestablished music journalist written length women music industry  Without grand proclamations  highlight trends  hopes  areas ground might shifting new year ,0
4041,disabled,Twenty countries around world work creating congenial atmosphere disabled people 2021 line Dhaka declaration  said ,0
1978,women,Released year s festival part Marni s Ballhaus installation  furniture pieces manufactured social project Columbian women  The limited edition range furniture inspired Cumbia  traditional Columbian couple s dance  The colourful double rocker constructed wood  metal handwoven PVC cord ,0
7161,vulnerable,Due increase alcohol abuse victims vulnerable various kinds mental illnesses  Dr Fernando said  adding   We also see high prevalence addiction narcotics heroin cannabis country recent past  ,0
892,in-need,It unfortunate mainstream electronic media made effort develop broader school ideas  The fact publicise Qadri protests create hype reportedly largely warnings issued formally Pemra less formally powerful institutions within country  But beyond warnings  access platforms mould public opinion must think use power country badly need collective goal ,0
9343,hopeless,This Lougenes message others may still hooked illegal drugs Dont lose hope hope You still change Thats every time I see TV users drug dealers killed I said given chance change bringing place like this ,1
4658,poor-families, As one reporter put it rightly pointed out find phone back taxi app miss plane Are really telling us everything Im starting get angry whole thing process I cant imagine poor families Beijing uncharted territory getting anything,1
5568,homeless,Good Will Walk  Lets Eat 2017 aims raise RM100000 support Orang Asli natural disasters feed homeless Kuala Lumpur A series walks ,1
7135,refugee,Asked whether get refugee status  said host government certify ,0
6111,disabled, The broad part officials masses say hoped constitutional reform passed   wrote  The WeChat account People s Daily  initially posting flurry positive comments article  disabled comments section completely late Sunday  It back Monday  complete remarks lauding party ,0
2485,in-need,In addition Chan announced care sharing main theme upcoming budget plan is helping social groups need achieve goal supporting poor helping children make society more compatible,1
468,women,Merril already celebrated sciencefiction writer editor crossed border  She one women writers genre writing recognized taking women s perspective including strong female characters maledominated genre ,0
4717,in-need, I child need  The council supposed protect  made situation worse  The council face responsibilities  ,0
970,poor-families,Mushatts rich history Ireland helped thousands poor families overcome ailments plagued days poverty,1
8030,refugee,What nations need start rebuilding spiritual walls broken down Book Nehemiah Any nation shows mercy compassion towards refugees undocumented personnel receive great blessings Creator One gives power obtain wealth h Payment taxes,1
4807,migrant,Foon said China s onechild family policy also played significant part type commercial property new migrants 40s 50s purchasing New Zealand ,0
5408,homeless,The allegation Pertubuhan Kebajikan dan Persekitaran Positif Malaysia  SEED  Kuala Lumpur City Hall  DBKL  rounded homeless city dropped various distant locations misunderstanding ,0
7718,immigrant,MassTLC s Mosaic Award  supporting inclusion diversity Massachusetts tech ecosystem  presented Jackie Glenn  former Vice President Global Diversity Inclusion Dell EMC  A firstgeneration immigrant EMC s first Global Chief Diversity Officer  Glenn set pace global DampI across global workforce 145000 employees 180 countries  reshaping organizational policies relating women  people color  transgender  communities across enterprise ,0
4929,immigrant,Trump  Republican took office January 20  promised crackdown estimated 11 million undocumented immigrants US  come Mexico Latin American countries ,0
1115,hopeless, We need sit down dialogue agitated start looking meaningful solutions give hope Once country allows people develop sense hopelessness people agitated bring ,1
4313,homeless,As little girl I used cry walking streets Toronto I know help homeless I felt like little girl again saddened peoples hardships But one big difference I longer felt like everything hopeless,1
7283,homeless, A mass protest held Jaffna yesterday 3 pm Tamil Nadu politicians Thol Thiruvmavalavan T Velmurugan Y Gopalaswamy prevented Tamil cinema superstar Rajinikanth visiting Jaffna attend handing keys 150 houses built Lyca a private firm based London homeless people affected separatist war ,1
1038,homeless,But displaced people left homeless developers government agencies Displacement resettlement Singapore handled carefully begin replacement homes flats ready affected,1
1964,refugee,Hospitals fill Rohingya refugees shiver winter,1
2699,refugee,The twoday meeting followup discussions AfghanistanPakistan Action Plan Peace Solidarity  APAPPS   joint action plan cooperation areas counterterrorism reduction violence  peace reconciliation  Afghan refugees  repatriation joint economic development ,0
672,in-need,UCRT official  Dismas Partalala Meitaya said position fight rights  indigenous need protection ,1
6919,disabled,Agreed formulate policies HIV Nigeria focus disabled persons prison inmates  wardens uniformed personnel ,0
706,disabled, Still hard shop clothes  I ask someone bring dress telling colour  So disabled people compelled live way people want   complains ,0
5965,homeless,To address housing education needs survivors various towns Leyte  foundation set prefabricated fiberglass classrooms replace flattened Yolanda  It also launched several housing projects homeless ,0
6947,in-need,Wherever possible try use new aircraft delivery flights customers send medical humanitarian donations countries regions need said Mr Fabrice Brögier President Airbus Commercial Aircraft,1
6915,disabled, Using predictions  bricks  much easier faster typing phrases letter letter  disabled  also elderly people children ,0
1407,in-need, The current housing list lacks transparency coordination  thus making prone mass corruption confusion  The Minister s prioritisation presidential campaign delivery houses people need proved expensive  ultimately fruitless gamble ,0
3959,poor-families,Mrs Gachagua attributed kind gesture constant disturbing sight depressed children poor families snooping children rich homes make merry Christmas season,1
4601,hopeless,Why Yahoo s core business hopeless worthless,0
1763,refugee,More 400 asylum seekers await fate small island Gillard governments proposed  Malaysian solution  refugee swap deal nearing formal ratification reports reached draft agreement  There already significantly expanded infrastructure,1
3616,women,289000 Korean women battered  hotline calls reveal,0
4255,hopeless,Cosby accused drugging raping Andrea Constand 2004 home Pennsylvania  The jury  made seven men five women  agreed  hopeless deadlock resolved deliberations ,0
4731,homeless,Loach engaged everyday struggles people much alert human effects official policy  benefit system  privatisation British rail growing homeless refugee immigrant bashing ,0
7777,in-need,The deportation AHG   mentally ill person need special protection lived life Canada  account criminal offences recognized related mental illness  effectively resulted abrupt withdrawal available medical family support person vulnerable position necessarily dependent  constituted violation State party obligations article 7 Covenant   Committee deemed ,0
10445,refugee,Over 150 volunteers spent night survival camp highlight plight refugees winter,1
1535,poor-families,Dan Gilbert  another billionaire  developer venture capitalist   owns Quicken Loans businesses including Cleveland Cavaliers basketball team  daily championed corporate governmentfunded media white  savior  Detroit  Over 80 buildings downtown area turned Gilbert enjoys massive tax breaks amid epidemic foreclosures among working class poor families throughout city Wayne County ,0
3959,poor-families,Mrs Gachagua attributed kind gesture perennial disturbing sight despondent children poor families gaping children wealthy families enjoyed festive seasons,1
5583,vulnerable, The female young persons seem robust Kiwi girls generous attitudes towards  No one forced position made vulnerable  ,0
3607,women,News Feed h Monash doctors stand women,1
542,homeless,The dam collapsed 1800 local time  1100 GMT  Monday  July 23   local media reported  leaving 6600 people homeless ,0
2512,immigrant,Having passed five hundred mile  805km  mark last week run retracing route Irish immigrants 1847 took along Saint Lawrence Grosse  le Toronto  understanding story Irish migration Canada pre post 1847 continues reveal deep correspondence influence numerous immigration waves Irish Canada ,0
5756,homeless, The government collected information country found 280000 people homeless  I ve directed authorities concerned provide shelter people next three years  We ll give home  one remain homeless   added ,1
2144,immigrant,For European Month Photography Paris  Galerie Catherine et Andr  Hug presenting Odyssey Miki Nitadori  By superimposing family photographs printed fabrics  artist produced beautiful  graphic work resurrecting history Japanese immigrants Hawaii  spent childhood ,0
1565,disabled,Besides Erongo  fibreoptic cables providing network connectivity part Omaheke fibreoptic backbone route also vandalised Okatjoruu  Otjituuo  Ongongoro Grootfontein Constituency Otjozondjupa Region earlier  The incidence disabled fixed mobile communications services thousands customers Okamatapati surrounding farms ,0
639,hopeless, For patients future bleak They feel hopeless worthless relation life point living suffer pain misery suicide best option them said Dr Mohd Jamil,1
5591,vulnerable,New RBI data India s Balance Payments  BoP  201718 show current account deficit  CAD  4872 bn  highest since record 8816 bn 201213  With CAD expected widen 75 bn fiscal  vulnerable overall BoP position today ,0
7462,disabled,By mastering skill passing others  Otoyo changing narrative around disabled  knitting job one brutal people world  A rebel group helped overcome trauma 10 years fighting,1
7541,hopeless,He must judge sins yea even socalled respectable sins works salvation helpless hopeless eternity cry mediator holy God sinful man becomes need Job 9,1
3630,vulnerable,This game latest longrunning growing strategyRPG series  comes hot heels recently released freetostart game Fire Emblem Heroes smart devices  Fire Emblem Echoes  Shadows Valentia see players take control two separate armies Alm Celica differing quests attempt achieve unified goal bringing peace land Valentia  Battles Fire Emblem series see players take small force recruited soldiers increasingly powerful armies turnbased battles require careful tactical planning  mistakes failed attacks see units become exposed vulnerable enemy attack ,0
7482,immigrant,After election  Lee launched reforms address voters  gripes large influx foreign workers immigrants compact citystate well rising cost living  h Would like share vote ,0
2089,women,The unity working class best possible way fighting entrenched norms patriarchy violence women  children LGBTIQ community ,0
3240,refugee,Scott Richards spent three weeks inside Dubai police cell posting link Facebook page online campaign aiming raise money refugees Afghanistan ,0
693,vulnerable,LONDON  Sexual abuse vulnerable women girls international aid workers  endemic  happening years  perpetrators easily moving around sector undetected  according damning UK government report published yesterday  reports CNN ,0
8881,in-need,The strange thing building colonies something great men doubt good local African communities also believed great need benefits modern civilization They expected remembered great benefactors continent condemned everywhere ruthless racists,1
6796,vulnerable, A message sent courts condone violence abuse vulnerable society  would apply equally  neglect  made possible abuse   said ,0
6041,poor-families,A They take kids poor inner city families teach values through golf Persistence Honesty Hard work Sportsmanship  How manage life,1
3174,disabled,They look children elderly disabled homes enough look them,1
9309,refugee, Another recent achievement return orderly dignified safe manner 34052 Burundian refugees Mountbilla camp allowed closure said,1
7799,women, I m proud happened weekend I wish extend apology women South Africa world  There better ways deal disputes disagreements  ,0
9410,vulnerable,She 26 time looked like trapped wounded animal backed corner staring straight barrel gun The raw anguish exudes image conjures harsh realities heroin addiction truly vulnerable broken soul cries help behind tear filled eyes,1
5393,migrant,Like many undocumented immigrants living state risks everything get work   The second put key ignition  looking shoulder  You living nonstop  ,0
4586,refugee, The solution Canada   said  adding country one handful jurisdictions permit review refugee applications people nt screened United Nations ,0
9342,in-need,Wow five ladies dedicated given much needy inspiring What guys think flawless covers vote ,1
2194,poor-families,Pepe divides opinions among football fans Portuguese defender proved good Samaritan paying nine tonnes food distributed poor families Las Rozas neighborhood Spanish capital,1
7242,hopeless,Undoubtedly progress made many Jamaicans remain poor sense despair Many unemployed hungry We cannot go far bashing IMF prescription The IMF come knocking Jamaicas door We deaths door went knock,1
7678,vulnerable, There prospect material slowing economy   BOE Governor Mark Carney said press briefing London following publication report  according Bloomberg   The number vulnerable households could increase due tougher economic outlook  ,0
4798,homeless,It months since houses burnt three families Pandan Jaya still homeless although promised flat units Laksamana People s Housing Project  PPR  Kuala Lumpur ,0
6085,homeless, San Francisco  New York  LA  cities US really glitzy glamorous outside  cities lot money  amazing infrastructure  best minds industries  While holds true  nobody talks homeless people people live cities  surrounding areas    h American infrastructure nt par countries ,0
3168,hopeless,The multitronic hopelessly unreliable  But 7speed double dry clutch gearbox also problems  Might best stick manual torque converter automatic ,0
3201,vulnerable,Meanwhile Social Family Development Minister Tan ChuanJin said ministry focus strengthening marriages families providing good start life young people helping vulnerable promoting caring society ,1
5629,homeless,A baby girl clings pregnant mother struggles protect freezing temperatures dropped eight degrees Celsius among 10 homeless children family town Nuwara Eliya seen Thursday night ,1
171,women,I pleased financial results companies donating cooperative As I also part 16xOSU I interested use money difference make among women Uganda said Triplet,1
6962,poor-families,One viewer tweeted EastEnders back besthave I cried Carmel tonight second viewer wrote Carmel broke heart tonight Makes think poor families get news like real life many ifs whys  needs change  ,1
2938,in-need, Patients desperately need treatment since available options highly limited supply side meet demand ,0
9719,hopeless,Often result types life elderly appear uselessly frail unable work physically weak mentally slow disabled hopeless,1
925,refugee,The pope urging leaders Group 20 countries make poor refugees priority summit,1
9584,hopeless,According BettyAnn Blaine executive director Hear Childrens Cry deterioration family life instabilitydisplacement households crippling levels poverty lack adequate social support systems heartbreaking levels hopelessness key factors lead children running away home,1
271,immigrant,David Cameron responded fears appeal Britain s benefits system drawing immigrants Britain ,0
8015,immigrant,So Immigration New Zealand using racial profiling guide decisions kinds immigrants deport ,0
3387,in-need,Together bring 70 years volunteering party celebrates work charities organisations Prince Charles patron  They nominated branch manager years spent giving emotional support people need ,1
5222,immigrant,He later vowed deport 11m undocumented immigrants living country  overwhelmingly Latino origin  build wall US border Mexico ,0
5746,in-need,She appealed general public volunteer donate blood thereby save lives patients need blood transfusion,1
8745,in-need,John Cena broke celebrity philanthropy record Make A Wish Foundation officially granting 500 wishes children need,1
3756,hopeless,As African immigrants work relentlessly pass culture children Diaspora  recognize existence significant clash home culture new one  The seemingly significant difference seems frustrate many sometimes  In case  American culture law  favorable women many may claim  seem paralyze African males  particularly Nigerian men  degree total submission hopelessness  Indeed  s clash cultures many men women unprepared deal ,0
1264,in-need,The European Union together Member States worlds leading donor humanitarian aid Aid aid expression European solidarity people need around world It aims save lives prevent alleviate human suffering protect integrity human dignity populations affected natural disasters manmade crises For information please visit ECHO website,1
9558,vulnerable, I think lot socioeconomic poverty issues traumarelated issues come history colonialism really lead Indigenous women vulnerable   h Minister says progress number Indigenous women,1
7774,in-need,As mentioned previously  start yawning brain needs cool effect system  According researches  blood flow increased yawning parts neck  jaw head  The cool air helps cool fluids head  Therefore  body combat selfdefence mechanism perfectly help cool temperature brain  Physiology Behavior study published 2014  showed yawning helps control thermoregulation body  Yawning helps brain take optimal climatic temperature ,0
152,hopeless,Desperation fear bleak future filled trouble suffering fuel aggression heartless tendencies It ultimately comes rest society see collection faceless nameless heartless uncaring people constantly exploit marginalize despise condemn life hopelessness,1
4212,homeless,Sri Lanka s  News1st  broadcasting channel uncovered widespread poverty homelessness much rural Sri Lanka  An unique programme commissioned Chairman Capital Maharaja Group  owners Sirasa  Shakthi TV TV1 channels  initiated programme Gamm Madda  Door Door campaign members News 1st team went different directions island  Their quest  listen problems people ,0
1003,poor-families,One hopes banks financial institutions dealing poor families right thing  seen  Turnbull Government intention holding account previous failures  rorts scandals ,0
3920,homeless,5 Most Buddhist institutions temples programs collectively assist refugees provide shelter rehabilitation services homeless children In contrast wellestablished Christian churches new evangelical groups active village town levels help affected individuals Victims political violence accept grief In addition also help people deal worldly problems 22,1
8922,homeless,The team pack items Christmas boxes hand homeless less fortunate people around Krugersdorp,1
1794,hopeless,No matter challenges confront us  Jamaicans  character allow hopelessness despair overcome us  We never give hope  We never never ,0
5129,poor-families,The whole experience made think many poor families going this said,1
5129,poor-families,The whole experience got thinking many poor families going this she said,1
438,vulnerable,For example instead passively paying sick pay 40 years want take action help vulnerable New Zealanders find jobs live better lives save government money long run,1
7846,in-need,Film star Reema also believes time iftar parties throw anything I think save every penny time send help flood victims Hundreds thousands people waiting help money otherwise spent iftar parties sent people need she insisted,1
3929,disabled,This  250000 Lambo snapped parked clearlymarked disabled bay Bristol,0
5508,refugee,People generally live bubbles People moving new countries especially refugees asylum seekers forced bubble This makes feel unsettled traumatized like fish leaving water,1
7152,immigrant,Critics also cited bias invitations apply towards already Canada  ie  international students graduate Canadian postsecondary institutions remain Canada work permits  Many immigrant hopefuls able afford international education enjoy advantage  h ADVERTISEMENT,0
7257,poor-families,The gang involved extracting bone marrow spine girls operating Punjab  The group used lure girls belonging poor families offering attractive packages dowry ,0
372,refugee,Talking desperation refugees said Words enough describe magnitude disaster caused today closing door thousands families singles small child,1
9081,hopeless, She vulnerable  helpless  hopeless situation two men entered home ,1
3607,women,News Feed h Monash doc stands women,1
4291,migrant,Last week  European Council President Donald Tusk said told Turkish President Recep Tayyip Erdogan country ready take back migrants apprehended Turkish waters ,0
4407,women,They failed understand education educate man educate man educate woman educate whole generation Womens education necessary whole family Because women mothers next generation If women uneducated coming generations uneducated If women educated coming generation educated,1
3800,hopeless,In midst dysfunctional arrangement  good people exist  It must said  But uphill struggle status quo solve gigantic problems face nation  Therefore country totters brink  millions suffering people  hopelessness ,0
1962,in-need,The AJA nonprofit organisation dedicated helping Jamaicans others need exposing island s culture Atlanta  It one oldest active Jamaican organisations Atlanta recognised work Atlanta Jamaica  The role president demanding requires creative thinking execute activities  Ritchie feels rewarded help able give ,0
5653,immigrant, In United States  I concerned Government s decision end Deferred Action Childhood Arrivals program six months  time  despite evidence positive impact lives almost 800000 young immigrants  US economy society  I hope Congress act provide former DACA beneficiaries durable legal status    said   I disturbed increase detentions deportations wellestablished lawabiding immigrants  number migrants detained criminal convictions 155 percent higher first five months year equivalent period 2016  Some migrants  including longstanding residents  frightened expedited deportation refrain accessing police protection courtrooms  example  reports rape Latina women Houston fell 43 percent first three months 2017 ,0
9070,refugee,But really incredible anymore it This government sees every shocked child Gaza every desperate Syrian refugee clinging inflatable boat potential terrorist This Prime Minister shamelessly lied Canadians last weeks debate claimed Liberals New Democrats opened borders last two weeks literally hundreds thousands people poured without kind security check documentation ,1
7526,disabled,Free Premium h  Cycling  British official turfed insulting disabled h Email Friend,0
2417,homeless,The NGO adamant street sleepers wish homeless  called government take realities seriously ,0
7682,women,She wrote blog Nov 2 post titled  Melissa Explains It All  decided come forward women made accusations prominent men entertainment politics  MeToo social media movement ,0
1036,in-need,Hes first given home last Mudau added deserve government hResourceshConnect us hSubscribe weekly newsletter,1
1561,homeless,Not everyday come across people like Mrs Jones  Helping homeless person  much less man  regardless situation  takes courage effort  Mr Hubbard forever grateful met Mrs Jones  family ,0
4592,in-need,Serving honourary event chair man knows thing two takes make 42ton fire truck move without benefit engine power  Billed world s strongest man  Cobourgbased Lutheran minister Kevin Fast holds 25 world records feats strength  He s offering train teams need pointers ,0
7363,immigrant,Ping charges much stronger levied rebels international rights groups  The groups  however  expressed concern beatings detentions immigrants subSaharan Africa ,0
3732,vulnerable,These subSaharan nations among vulnerable effects global warming ,0
1212,homeless,My diasporan experiences helped understand better  profession identifies poverty homelessness  With background Town Planner  coupled past experiences  I understandably preoccupation subject inequality  especially area housing  The pattern currently emerging  particularly fringes Accra  Ghana s capital city  settlements exhibit problems poverty  unemployment  inadequate schools  hard pressed social services  deteriorating environmental conditions  Fast growing settlements Budubram  Ashiaman Akweteman exhibit deprivation social conflict Ghana  My definition Accra region  matter  includes Ga lands otherwise known Greater Accra ,0
5440,in-need,The allegation stems 2017 charity event hosted Kotleba Our Slovakia Peoples Party LSNS Kotleba distributed checks 1488 euros 1733 families need ,1
7129,refugee,Bangladesh says one million Rohingya refugees living squalid camps country s south  fled successive waves violence Myanmar s Rakhine district ,0
970,poor-families,Mushatts rich history Ireland helped thousands poor families overcome illnesses plagued slum days poverty,1
6083,disabled,Whenever word disabled mentioned general impression someone totally crippled crippled disabled assumed totally helpless unable defend themselves Disability known caused impairment multiple subsystems human body People disabilities may suffer visual impairment physical impairment intellectual impairment mental illness many chronic diseases,1
1306,immigrant,At moment  companies save money outsourcing STEM jobs places like India Philippines  employees cost less  But still true immigrants rejuvenated lifeblood country since inception  provided intellectual economic seed corn truly  repeat phrase  made country great  They  along Americanborn kids ca nt afford fancy private schools  need pathway help keep nation strong  American high schools must better job preparing students STEM sector  first step pipeline running college industry  That mean investing infrastructure highschool STEM curriculum requires  It also means renewing faith students  communities  potential compete win global stage  given proper preparation ,0
2194,poor-families,Pepe divided among football fans Portuguese defender proven Good Samaritan paying nine tons food distributed poor families Spanish capitals Las Rozas district I proved it,1
3519,immigrant, Pregnant women  children refugees remain Italy   said minister promised speed deportations illegal immigrants ,0
7470,vulnerable, Water crisis number one global risk  based impact society measuring devastation communities especially health status wellbeing vulnerable children community   says WVK  National Director Mr Dickens Thunde ,0
3690,immigrant,A bitterlydivided Congress hurtling toward government shutdown weekend partisan staredown demands Democrats solution politically fraught legislation protect 700000 younger immigrants deported ,0
1231,homeless,A harrowing journey Night falls early part Morocco today cold winter looms prompting homeless Africans take chances conditions worsen midst sometimes cruel treatment authorities,1
3799,in-need,Dlamini said need three containers  well toilets gazebo ,0
4998,in-need, This would constitute valuable step towards ending war  providing assistance communities need enhancing environment inclusive national dialogue   said  Enditem,0
7828,poor-families,In meeting PEEF scholars Wednesday said talented diligent students show good performance field education make country proud It fact dream development prosperity cannot realized without equipping new generation modern knowledgeAlthough children elites enter prestigious educational institutions anywhere world brilliant children poor families thirst knowledge also opportunities quality education  assured,1
591,poor-families,PM defends records helping poor families,1
664,poor-families,We away university fees 30 years ago help poorer kids get college  It helped limited level  poor families ca nt afford pay extra tuition Leaving Cert  poor kids big disadvantage trying meet required points level entry ,0
4057,immigrant,McLeod believes NWT much offer Chinese immigrants   many immigrants focused investment  ,0
861,immigrant,Fowler s tale prompted backlash  including revival DeleteUber movement  stemmed accusations San Francisco ride service aimed profit protest last month New York s John F Kennedy Airport following President Donald Trump s executive order banning refugees immigrants certain countries ,0
282,homeless,Why voting difficult rich countries like America may high GDP still majority homeless poor people Democracy solution everything countries still practice democracy full meaning Poor countries need show democratic order play game globalization modernization bring poor voting pool many cases would rather work fields politicians really lot them,1
7960,immigrant,People Africa deceived believing West prosperity  idea drummed early age continent reliant remittances overseas workers  Borrowing Thomas Hobbes  words  I describe life many African immigrants industrialized world simply  solitary  poor  nasty  brutish short  ,1
6962,poor-families,One viewer tweeted EastEnders back best made cry Carmel tonight second viewer wrote Carmel absolutely broke heart tonight It makes think poor families get news like real life many ifs whys  needs change  ,1
10407,in-need, He said decision help need personally benefit    help provided Group employees  one way another  helped need   ,1
5812,women,Fu Haifeng Zhang Nan s 2114  2115 win Choi Seo started day  Sung Ji Hyun making 11 2112  2116 victory He Bingjiao women s singles ,0
6771,poor-families,During 81st Cebu City Charter Day celebration last February  Cebu City Mayor Tomas Osme  said DSWD 7 would distribute P10000 livelihood grant qualified individuals urban poor families signed sustainable livelihood program ,0
5964,in-need,City hunt player Bellerin s position  Guardiola evidently believing ageing duo Pablo Zabaleta Bacary Sagna need serious competition ,0
5788,women,EARLIER  BOORAL couple John Janice Frescura daughter Robyn family centre apparent murdersuicide claimed lives two women Booral Thursday morning ,0
5982,in-need,Speaking media arriving Islamabad threeday visit Mollekleiv appreciated commendable partnership NRC Pakistan Red Crescent Society PRCS hoped would strengthen provide maximum help people need,1
6947,in-need,Whenever possible try use delivery flights new aircraft customers send medical humanitarian donations countries regions need said Mr Fabrice Br craze president Airbus Commercial Aircraft said,1
4768,poor-families, Coordinating private sector give skimmed milk powder diapers new born babies poor families,1
8198,poor-families,Interacting media Adityanath said Uttar Pradesh scored first position implementation Pradhan Mantri Awas Yojana I happy inform rural areas succeeded providing houses 11 lakh poor families ,1
6211,women, I think another main theme power human resilience bounding back ashes ruin  willing really young person speak try get justice  The bravery young women astounding us ,1
4188,migrant,All sides summit said toughest issue remained Britain s drive restrict welfare benefits migrant workers EU countries  east European states fighting preserve rights expatriates already working UK elsewhere ,0
1987,poor-families,I find ironic believe well developed country like UK child benefits offered every child plus free education  school trips  Ghana hand  developed country child benefits system children  housing benefit I write children date educated trees 21st century Ghana  For example  child benefit introduced Britain 1798 later stopped reintroduced 1909  How could system help poor families help Ghana economy  What stopping Ghana addressing poverty within families emulating forward thinking attributes British eradicate child poverty  This approach make difference give children families better chance life ,1
5216,homeless,Our message every homeless person worth million stars focus value every single person,1
7818,immigrant,It would keeping tone Trump s campaign focus First Day Project terrorising vulnerable powerless people America  undocumented immigrants  He said  day one   first hour  fact  would begin expel  criminal illegal immigrants  ,0
7434,refugee,This influx led severe overcrowding many Greek refugee camps  particularly islands also northern Greece ,0
